office_name,website,root_domain,gemeente,final_status,final_aanbod_url,confidence,detection_method,homepage_status,homepage_title,candidates_found_count,candidates_tested_count,best_candidate_url,final_page_type,residential_signals_count,residential_signals_found,commercial_signals_count,commercial_signals_found,page_quality_reason,commercial_hard_block,commercial_block_reason,is_duplicate_audit_result,listing_signals_count,listing_signals_found,rejection_reason,elapsed_ms
Bastiaansen van den Bemd Makelaars Taxateurs,https://www.b-vdb.nl,b-vdb.nl,Breda,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://www.b-vdb.nl/
Call log:
  - navigating to ""https://www.b-vdb.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: net::ERR_CERT_AUTHORITY_INVALID at https://www.b-vdb.nl/
Call log:
  - navigating to ""https://www.b-vdb.nl/"", waiting until ""domcontentloaded""
",878
Bink & Partners,http://www.binkenpartners.nl,binkenpartners.nl,Breda,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.binkenpartners.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.binkenpartners.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.binkenpartners.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.binkenpartners.nl/"", waiting until ""domcontentloaded""
",1444
ERA Focus Makelaars Breda B.V.,http://www.erafocus.nl,erafocus.nl,Breda,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.erafocus.nl/"" is interrupted by another navigation to ""https://binkenpartners.nl/""
Call log:
  - navigating to ""http://www.erafocus.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.erafocus.nl/"" is interrupted by another navigation to ""https://binkenpartners.nl/""
Call log:
  - navigating to ""http://www.erafocus.nl/"", waiting until ""domcontentloaded""
",186
Roga Makelaars B.V.,http://www.rogamakelaars.nl,rogamakelaars.nl,Breda,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.rogamakelaars.nl/"" is interrupted by another navigation to ""https://erafocus.nl/""
Call log:
  - navigating to ""http://www.rogamakelaars.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.rogamakelaars.nl/"" is interrupted by another navigation to ""https://erafocus.nl/""
Call log:
  - navigating to ""http://www.rogamakelaars.nl/"", waiting until ""domcontentloaded""
",2075
Storimans en Partners,https://www.storimansenpartners.nl,storimansenpartners.nl,Breda,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.storimansenpartners.nl/"" is interrupted by another navigation to ""https://rogamakelaars.nl/""
Call log:
  - navigating to ""https://www.storimansenpartners.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.storimansenpartners.nl/"" is interrupted by another navigation to ""https://rogamakelaars.nl/""
Call log:
  - navigating to ""https://www.storimansenpartners.nl/"", waiting until ""domcontentloaded""
",1174
Hypodomus | Pieter Vriends,http://www.hypodomus-eindhoven.nl,hypodomus-eindhoven.nl,Deurne,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.hypodomus-eindhoven.nl/"" is interrupted by another navigation to ""https://www.storimansenpartners.nl/""
Call log:
  - navigating to ""http://www.hypodomus-eindhoven.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.hypodomus-eindhoven.nl/"" is interrupted by another navigation to ""https://www.storimansenpartners.nl/""
Call log:
  - navigating to ""http://www.hypodomus-eindhoven.nl/"", waiting until ""domcontentloaded""
",556
NEO makelaars,https://www.neomakelaars.nl,neomakelaars.nl,Deurne,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.neomakelaars.nl/"" is interrupted by another navigation to ""http://www.hypodomus-eindhoven.nl/""
Call log:
  - navigating to ""https://www.neomakelaars.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.neomakelaars.nl/"" is interrupted by another navigation to ""http://www.hypodomus-eindhoven.nl/""
Call log:
  - navigating to ""https://www.neomakelaars.nl/"", waiting until ""domcontentloaded""
",3898
Kanters Makelaars B.V.,https://www.kanters.net,kanters.net,Dongen,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.kanters.net/
Call log:
  - navigating to ""https://www.kanters.net/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.kanters.net/
Call log:
  - navigating to ""https://www.kanters.net/"", waiting until ""domcontentloaded""
",128
Van den Bosch Makelaars,http://www.vandenboschmakelaars.com,vandenboschmakelaars.com,Dongen,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.vandenboschmakelaars.com/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.vandenboschmakelaars.com/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.vandenboschmakelaars.com/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.vandenboschmakelaars.com/"", waiting until ""domcontentloaded""
",738
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,Drimmelen,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.biemansmakelaardij.nl/"" is interrupted by another navigation to ""https://www.vandenboschmakelaars.com/""
Call log:
  - navigating to ""http://www.biemansmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.biemansmakelaardij.nl/"" is interrupted by another navigation to ""https://www.vandenboschmakelaars.com/""
Call log:
  - navigating to ""http://www.biemansmakelaardij.nl/"", waiting until ""domcontentloaded""
",766
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,Drimmelen,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.biemansmade.nl/"" is interrupted by another navigation to ""https://www.biemansmakelaardij.nl/""
Call log:
  - navigating to ""http://www.biemansmade.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.biemansmade.nl/"" is interrupted by another navigation to ""https://www.biemansmakelaardij.nl/""
Call log:
  - navigating to ""http://www.biemansmade.nl/"", waiting until ""domcontentloaded""
",374
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,Drimmelen,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.bogaersmakelaardij.nl/"" is interrupted by another navigation to ""https://www.biemansmade.nl/""
Call log:
  - navigating to ""http://www.bogaersmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.bogaersmakelaardij.nl/"" is interrupted by another navigation to ""https://www.biemansmade.nl/""
Call log:
  - navigating to ""http://www.bogaersmakelaardij.nl/"", waiting until ""domcontentloaded""
",4009
ERA Makelaardij Amerstreek,http://www.eramakelaardijamerstreek.nl,eramakelaardijamerstreek.nl,Drimmelen,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.eramakelaardijamerstreek.nl/"" is interrupted by another navigation to ""https://bogaersmakelaardij.nl/""
Call log:
  - navigating to ""http://www.eramakelaardijamerstreek.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.eramakelaardijamerstreek.nl/"" is interrupted by another navigation to ""https://bogaersmakelaardij.nl/""
Call log:
  - navigating to ""http://www.eramakelaardijamerstreek.nl/"", waiting until ""domcontentloaded""
",1299
Cushman & Wakefield Eindhoven,https://www.cushmanwakefield.nl,cushmanwakefield.nl,Eindhoven,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: net::ERR_CERT_DATE_INVALID at https://www.cushmanwakefield.nl/
Call log:
  - navigating to ""https://www.cushmanwakefield.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: net::ERR_CERT_DATE_INVALID at https://www.cushmanwakefield.nl/
Call log:
  - navigating to ""https://www.cushmanwakefield.nl/"", waiting until ""domcontentloaded""
",978
ERA Focus Makelaars Eindhoven B.V.,http://www.erafocus.nl,erafocus.nl,Eindhoven,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.erafocus.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.erafocus.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.erafocus.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.erafocus.nl/"", waiting until ""domcontentloaded""
",2088
Hoogveldt Makelaardij,https://hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,Eindhoven,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://hoogveldtmakelaardij.nl/"" is interrupted by another navigation to ""https://erafocus.nl/""
Call log:
  - navigating to ""https://hoogveldtmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://hoogveldtmakelaardij.nl/"" is interrupted by another navigation to ""https://erafocus.nl/""
Call log:
  - navigating to ""https://hoogveldtmakelaardij.nl/"", waiting until ""domcontentloaded""
",336
JLL Eindhoven,http://www.jll.nl,jll.nl,Eindhoven,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.jll.nl/"" is interrupted by another navigation to ""https://hoogveldtmakelaardij.nl/""
Call log:
  - navigating to ""http://www.jll.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.jll.nl/"" is interrupted by another navigation to ""https://hoogveldtmakelaardij.nl/""
Call log:
  - navigating to ""http://www.jll.nl/"", waiting until ""domcontentloaded""
",2930
Lemon Suites,http://www.lemonsuites.nl,lemonsuites.nl,Eindhoven,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.lemonsuites.nl/"" is interrupted by another navigation to ""https://www.jll.com/nl-nl/""
Call log:
  - navigating to ""http://www.lemonsuites.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.lemonsuites.nl/"" is interrupted by another navigation to ""https://www.jll.com/nl-nl/""
Call log:
  - navigating to ""http://www.lemonsuites.nl/"", waiting until ""domcontentloaded""
",439
Ligtvoet Makelaardij,https://www.ligtvoetmakelaardij.nl,ligtvoetmakelaardij.nl,Eindhoven,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.ligtvoetmakelaardij.nl/
Call log:
  - navigating to ""https://www.ligtvoetmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.ligtvoetmakelaardij.nl/
Call log:
  - navigating to ""https://www.ligtvoetmakelaardij.nl/"", waiting until ""domcontentloaded""
",2856
MVGM Vastgoedtaxaties,https://www.mvgmvastgoedtaxaties.nl,mvgmvastgoedtaxaties.nl,Eindhoven,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://www.mvgmvastgoedtaxaties.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Timeout 15000ms exceeded.
Call log:
  - navigating to ""https://www.mvgmvastgoedtaxaties.nl/"", waiting until ""domcontentloaded""
",15012
Pradium Vastgoed,https://www.pradium.nl,pradium.nl,Eindhoven,suspect,https://pradium.nl/aanbod,100,homepage_link,200,Pradium Vastgoed - Makelaar Eindhoven - NVM Makelaar,7,1,https://pradium.nl/aanbod,property_detail,4,"woning,woningen,te koop,k.k.",0,,property_detail,false,,false,9,"prijs,k.k.,koop,verkocht,onder bod,perceel,kamers,adres,woning",property_detail,7056
Werner Sanders Makelaardij,http://www.wernersandersmakelaardij.nl,wernersandersmakelaardij.nl,Eindhoven,valid,https://www.wernersandersmakelaardij.nl/aanbod/woningaanbod,100,homepage_link,200,Home - Werner Sanders Makelaardij,18,1,https://www.wernersandersmakelaardij.nl/aanbod/woningaanbod,listing_index,12,"woning,woningen,appartement,huis,huizen,woonhuis,vrijstaand,tussenwoning,woonoppervlakte,te koop,k.k.,vraagprijs",0,,residential_listing_index,false,,false,13,"prijs,vraagprijs,k.k.,koop,verkocht,beschikbaar,woonoppervlakte,perceel,kamers,woning,appartement,vrijstaand,tussenwoning",,18729
Valoris Vastgoedtaxaties+ B.V.,https://www.valoris-taxaties.nl,valoris-taxaties.nl,Etten-Leur,missing,,0,failed,200,Valoris Vastgoedtaxaties+ | Taxatie bedrijfspand Breda - Etten-Leur - Oosterhout - Roosendaal - Tilburg - Zevenbergen,7,0,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,2600
Biemans B.V.,http://www.biemansmakelaardij.nl,biemansmakelaardij.nl,Geertruidenberg,valid,https://www.biemansmakelaardij.nl/makelaardij/qualis/qualis-woningaanbod-via-biemans,100,homepage_link,200,Home | Biemans Makelaardij,15,2,https://www.biemansmakelaardij.nl/makelaardij/qualis/qualis-woningaanbod-via-biemans,listing_index,5,"woning,woningen,huis,woonhuis,k.k.",2,"bedrijfsaanbod,belegging",residential_listing_index,false,,false,4,"k.k.,koop,verkocht,woning",,16883
"Biemans Made, Makelaardij o.z. en Hypotheken",http://www.biemansmade.nl,biemansmade.nl,Geertruidenberg,suspect,https://www.biemansmade.nl/nl/woningaanbod,100,homepage_link,200,"Jouw makelaar in Made: voor de verkoop, aankoop en taxatie van je huis.",13,1,https://www.biemansmade.nl/nl/woningaanbod,project_page,6,"woning,appartement,huis,huizen,woonhuis,slaapkamers",2,"commercieel,commercieel vastgoed",project_page,false,,false,10,"prijs,koop,verkocht,beschikbaar,kamers,slaapkamers,adres,postcode,woning,appartement",project_page,11033
Bogaers Makelaardij,http://www.bogaersmakelaardij.nl,bogaersmakelaardij.nl,Geertruidenberg,suspect,https://bogaersmakelaardij.nl/woningaanbod,100,common_path,200,NVM Makelaar Made - Bogaers Makelaardij meer dan 20 jaar ervaring,7,1,https://bogaersmakelaardij.nl/woningaanbod,project_page,7,"woning,appartement,huis,vrijstaand,hoekwoning,te koop,k.k.",0,,project_page,false,,false,7,"k.k.,koop,verkocht,adres,woning,appartement,vrijstaand",project_page,22999
ERA Makelaardij Amerstreek,http://www.eramakelaardijamerstreek.nl,eramakelaardijamerstreek.nl,Geertruidenberg,suspect,https://www.era.nl/raamsdonksveer/era-makelaardij-amerstreek,84,homepage_link,200,Makelaar Raamsdonksveer | ERA makelaardij Amerstreek,23,1,https://www.era.nl/raamsdonksveer/era-makelaardij-amerstreek,unknown,9,"woning,woningen,appartement,huis,huizen,vrijstaand,tussenwoning,hoekwoning,k.k.",0,,unknown_residential_shape,false,,false,10,"prijs,k.k.,koop,verkocht,onder bod,kamers,woning,appartement,vrijstaand,tussenwoning",unknown_page_type,29242
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,Gemert-Bakel,valid,https://www.vanhelvoortmakelaardij.nl/aanbod-beek-en-donk,100,common_path,200,Makelaar Gemert en Boekel | Van Helvoort Makelaardij sinds 2003,7,1,https://www.vanhelvoortmakelaardij.nl/aanbod-beek-en-donk,listing_index,9,"woning,woningen,appartement,huis,huizen,woonoppervlakte,te koop,k.k.,vraagprijs",0,,residential_listing_index,false,,false,9,"prijs,vraagprijs,k.k.,koop,verkocht,woonoppervlakte,perceel,woning,appartement",,16941
Jouw Aankoopmakelaar & Taxateur,https://www.jouwamet.nl,jouwamet.nl,Gilze en Rijen,missing,,0,failed,200,Jouw aankoopmakelaar en taxateur,7,7,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,10307
Snijders & de Werdt Makelaars,http://www.swmakelaars.nl,swmakelaars.nl,Heeze-Leende,failed_fetch,,0,failed,404,HTTP Status 404 – Not Found,0,0,,unknown,0,,0,,homepage_status=404,false,,false,0,,homepage_status=404,252
A3 Taxaties,https://www.a3taxaties.nl,a3taxaties.nl,Helmond,missing,,0,failed,200,Home - A3 Taxaties,7,0,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,1894
ERA Focus Makelaars Helmond B.V.,http://www.erafocus.nl,erafocus.nl,Helmond,missing,,0,failed,200,ERA Focus Makelaars - Jouw makelaar in de regio!,7,7,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,17228
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,Helmond,suspect,https://vantuijl-makelaardij.nl,84,homepage_link,200,Home - Van Tuijl Makelaardij,8,1,https://vantuijl-makelaardij.nl,unknown,6,"woning,woningen,huis,woonhuis,slaapkamers,te koop",0,,unknown_residential_shape,false,,false,6,"prijs,koop,verkocht,kamers,slaapkamers,woning",unknown_page_type,12469
Bunt Taxaties en Vastgoedadvies B.V.,http://www.buntvastgoed.nl,buntvastgoed.nl,Heusden,missing,,0,failed,200,Voor een onafhankelijke en betrouwbare taxatie,7,7,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,6335
Hofstede Land van Heusden,https://www.hofstedelandvanheusden.nl,hofstedelandvanheusden.nl,Heusden,valid,https://hofstedelandvanheusden.nl/aanbod,100,common_path,200,"Makelaar, taxateur & vastgoedadviseur in Land van Heusden",14,8,https://hofstedelandvanheusden.nl/aanbod,listing_index,9,"woning,woningen,appartement,huis,vrijstaand,tussenwoning,hoekwoning,woonoppervlakte,k.k.",0,,residential_listing_index,false,,true,12,"prijs,k.k.,koop,verkocht,onder bod,woonoppervlakte,perceel,kamers,woning,appartement,vrijstaand,tussenwoning",,25112
Mulders Taxaties B.V.,https://www.mulderstaxaties.nl,mulderstaxaties.nl,Heusden,missing,,0,failed,200,Taxatie Drunen - Den Bosch - Tilburg | Mulders Taxaties,7,0,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,1458
Taxanja Taxaties,https://www.taxanja.nl,taxanja.nl,Heusden,missing,,0,failed,200,Taxanja - HOME,7,7,,unknown,0,,0,,no_candidate_found,false,,false,0,,no_candidate_found,1714
Tivoli woningmakelaars,https://www.tivoliwoningmakelaars,tivoliwoningmakelaars,Heusden,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.tivoliwoningmakelaars/
Call log:
  - navigating to ""https://www.tivoliwoningmakelaars/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: net::ERR_NAME_NOT_RESOLVED at https://www.tivoliwoningmakelaars/
Call log:
  - navigating to ""https://www.tivoliwoningmakelaars/"", waiting until ""domcontentloaded""
",66
Van Helvoort Makelaardij o.z. B.V.,https://vanhelvoortmakelaardij.nl,vanhelvoortmakelaardij.nl,Laarbeek,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://vanhelvoortmakelaardij.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://vanhelvoortmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://vanhelvoortmakelaardij.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""https://vanhelvoortmakelaardij.nl/"", waiting until ""domcontentloaded""
",1886
Hermens Vastgoed Advisering,http://www.hermensvastgoed.nl,hermensvastgoed.nl,Land van Cuijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.hermensvastgoed.nl/"" is interrupted by another navigation to ""https://www.vanhelvoortmakelaardij.nl/""
Call log:
  - navigating to ""http://www.hermensvastgoed.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.hermensvastgoed.nl/"" is interrupted by another navigation to ""https://www.vanhelvoortmakelaardij.nl/""
Call log:
  - navigating to ""http://www.hermensvastgoed.nl/"", waiting until ""domcontentloaded""
",158
Kolmeijer Land van Cuijk,https://kolmeijercuijk.nl,kolmeijercuijk.nl,Land van Cuijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://kolmeijercuijk.nl/"" is interrupted by another navigation to ""http://www.hermensvastgoed.nl/""
Call log:
  - navigating to ""https://kolmeijercuijk.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://kolmeijercuijk.nl/"" is interrupted by another navigation to ""http://www.hermensvastgoed.nl/""
Call log:
  - navigating to ""https://kolmeijercuijk.nl/"", waiting until ""domcontentloaded""
",1822
Makelaardij Martijn Willems,http://www.makelaarmartijnwillems.nl,makelaarmartijnwillems.nl,Land van Cuijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.makelaarmartijnwillems.nl/"" is interrupted by another navigation to ""https://www.kolmeijernijmegen.nl/cuijk/""
Call log:
  - navigating to ""http://www.makelaarmartijnwillems.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.makelaarmartijnwillems.nl/"" is interrupted by another navigation to ""https://www.kolmeijernijmegen.nl/cuijk/""
Call log:
  - navigating to ""http://www.makelaarmartijnwillems.nl/"", waiting until ""domcontentloaded""
",260
Makelaardij Twan Poels,http://www.twanpoels.nl,twanpoels.nl,Land van Cuijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.twanpoels.nl/"" is interrupted by another navigation to ""https://makelaarmartijnwillems.nl/""
Call log:
  - navigating to ""http://www.twanpoels.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.twanpoels.nl/"" is interrupted by another navigation to ""https://makelaarmartijnwillems.nl/""
Call log:
  - navigating to ""http://www.twanpoels.nl/"", waiting until ""domcontentloaded""
",4508
Dragt Makelaars o.g.,http://www.dragtmakelaars.nl,dragtmakelaars.nl,Meierijstad,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.dragtmakelaars.nl/"" is interrupted by another navigation to ""https://www.twanpoels.nl/""
Call log:
  - navigating to ""http://www.dragtmakelaars.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.dragtmakelaars.nl/"" is interrupted by another navigation to ""https://www.twanpoels.nl/""
Call log:
  - navigating to ""http://www.dragtmakelaars.nl/"", waiting until ""domcontentloaded""
",379
ZoDus Makelaars,https://www.zodus.nl,zodus.nl,Meierijstad,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.zodus.nl/
Call log:
  - navigating to ""https://www.zodus.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: net::ERR_CERT_COMMON_NAME_INVALID at https://www.zodus.nl/
Call log:
  - navigating to ""https://www.zodus.nl/"", waiting until ""domcontentloaded""
",1863
Advema B.V.,http://www.advema.nl,advema.nl,Moerdijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.advema.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.advema.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.advema.nl/"" is interrupted by another navigation to ""chrome-error://chromewebdata/""
Call log:
  - navigating to ""http://www.advema.nl/"", waiting until ""domcontentloaded""
",436
Woonschuijt Makelaars,http://www.woonschuijt.nl,woonschuijt.nl,Moerdijk,failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.woonschuijt.nl/"" is interrupted by another navigation to ""https://www.advema.nl/""
Call log:
  - navigating to ""http://www.woonschuijt.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.woonschuijt.nl/"" is interrupted by another navigation to ""https://www.advema.nl/""
Call log:
  - navigating to ""http://www.woonschuijt.nl/"", waiting until ""domcontentloaded""
",323
Hoogveldt Makelaardij,https://hoogveldtmakelaardij.nl,hoogveldtmakelaardij.nl,"Nuenen, Gerwen en Nederwetten",failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://hoogveldtmakelaardij.nl/"" is interrupted by another navigation to ""https://www.woonschuijt.nl/""
Call log:
  - navigating to ""https://hoogveldtmakelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://hoogveldtmakelaardij.nl/"" is interrupted by another navigation to ""https://www.woonschuijt.nl/""
Call log:
  - navigating to ""https://hoogveldtmakelaardij.nl/"", waiting until ""domcontentloaded""
",810
Van Tuijl makelaardij,https://www.vantuijl-makelaardij.nl,vantuijl-makelaardij.nl,"Nuenen, Gerwen en Nederwetten",failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""https://www.vantuijl-makelaardij.nl/"" is interrupted by another navigation to ""https://hoogveldtmakelaardij.nl/""
Call log:
  - navigating to ""https://www.vantuijl-makelaardij.nl/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""https://www.vantuijl-makelaardij.nl/"" is interrupted by another navigation to ""https://hoogveldtmakelaardij.nl/""
Call log:
  - navigating to ""https://www.vantuijl-makelaardij.nl/"", waiting until ""domcontentloaded""
",1020
Vollenbroek B.V.,http://www.vollenbroekbv.com,vollenbroekbv.com,"Nuenen, Gerwen en Nederwetten",failed_fetch,,0,failed,0,,0,0,,unknown,0,,0,,"Page.goto: Navigation to ""http://www.vollenbroekbv.com/"" is interrupted by another navigation to ""https://vantuijl-makelaardij.nl/""
Call log:
  - navigating to ""http://www.vollenbroekbv.com/"", waiting until ""domcontentloaded""
",false,,false,0,,"Page.goto: Navigation to ""http://www.vollenbroekbv.com/"" is interrupted by another navigation to ""https://vantuijl-makelaardij.nl/""
Call log:
  - navigating to ""http://www.vollenbroekbv.com/"", waiting until ""domcontentloaded""
",1196
